"Year","Month","Element","Day","DecYear","UKE00105875","UKE00105884","UKE00105886","UKE00105887","UKE00105888","UKE00105930"
1960,8,"TMIN",2,1960.58469945355,3.3,7.2,8.3,3.9,8.9,7.8
1960,8,"TMIN",6,1960.5956284153,6.7,11.1,9.4,6.1,8.3,12.8
1960,8,"TMIN",7,1960.59836065574,11.1,12.2,13.9,11.7,13.3,10.6
1960,8,"TMIN",9,1960.60382513661,7.2,9.4,6.7,7.2,9.4,9.4
1960,8,"TMIN",30,1960.66120218579,9.4,10,11.7,11.7,11.1,11.1
1960,9,"TMIN",2,1960.6693989071,-1.1,3.9,4.4,2.2,4.4,6.1
1960,9,"TMIN",18,1960.7131147541,10,9.4,8.9,4.4,6.1,11.7
1960,9,"TMIN",19,1960.71584699454,8.3,8.3,10.6,6.7,9.4,9.4
1960,9,"TMIN",22,1960.72404371585,6.1,5,7.2,9.4,9.4,7.8
1960,9,"TMIN",23,1960.72677595628,0,3.3,6.1,3.9,4.4,3.9
1960,9,"TMIN",24,1960.72950819672,10,6.7,9.4,7.2,10,10
1960,9,"TMIN",25,1960.73224043716,3.3,3.9,5,4.4,5.6,4.4
1960,9,"TMIN",28,1960.74043715847,5.6,7.8,10.6,6.1,8.3,9.4
1960,10,"TMIN",10,1960.77322404372,6.7,8.9,9.4,7.2,8.3,2.8
1960,10,"TMIN",11,1960.77595628415,3.3,6.1,6.1,4.4,6.7,3.9
1960,10,"TMIN",25,1960.81420765027,4.4,5.6,7.8,6.7,7.8,7.2
1960,10,"TMIN",28,1960.82240437158,5.6,6.7,8.3,7.2,8.3,9.4
1960,11,"TMIN",1,1960.83333333333,4.4,6.7,5.6,1.7,2.2,8.3
1960,11,"TMIN",3,1960.83879781421,2.2,3.9,2.2,-0.6,1.7,2.2
1960,11,"TMIN",4,1960.84153005464,1.7,2.8,2.8,1.7,3.9,5
1960,11,"TMIN",5,1960.84426229508,0,5,2.8,4.4,4.4,5.6
1960,11,"TMIN",8,1960.85245901639,-6.7,-1.1,-2.2,-1.7,-2.2,-3.3
1960,11,"TMIN",13,1960.86612021858,3.9,5,5.6,2.8,5.6,6.7
1960,11,"TMIN",27,1960.9043715847,-2.2,1.1,-1.7,0.6,-0.6,-1.7
1960,12,"TMIN",29,1960.99180327869,-5,-1.7,-2.2,-3.3,-2.8,-0.6
1961,1,"TMIN",3,1961.00547945205,-3.9,-0.6,-2.3,-2.2,-1.1,0.6
1961,1,"TMIN",8,1961.01917808219,-6.1,-3.3,-1.6,-3.9,-3.9,-5
1961,1,"TMIN",16,1961.04109589041,-11.7,-6.7,-6.8,-8.3,-5,-2.8
1961,2,"TMIN",1,1961.08493150685,-2.8,0,0,0,2.8,0.6
1961,2,"TMIN",10,1961.1095890411,2.2,4.4,3.8,2.2,5,5
1961,2,"TMIN",12,1961.11506849315,2.2,5.6,3.6,3.9,5,5
1961,2,"TMIN",14,1961.12054794521,5.6,6.1,8.1,6.7,8.3,7.8
1961,2,"TMIN",16,1961.12602739726,0,3.3,1.7,2.8,3.9,2.8
1961,2,"TMIN",28,1961.15890410959,0.6,2.2,2.6,2.8,2.8,3.9
1961,3,"TMIN",4,1961.1698630137,6.1,6.1,6.4,4.4,7.2,6.1
1961,3,"TMIN",10,1961.18630136986,2.2,7.8,1,6.7,8.3,7.2
1961,3,"TMIN",11,1961.18904109589,0,3.9,4.2,3.3,5.6,3.3
1961,3,"TMIN",31,1961.24383561644,-2.8,0,-1,1.1,1.7,0
1961,4,"TMIN",11,1961.27397260274,4.4,5.6,6,6.1,5.6,7.8
1961,4,"TMIN",20,1961.29863013699,4.4,7.2,6.8,5.6,6.7,7.8
1961,4,"TMIN",23,1961.30684931507,6.7,6.7,7.3,7.2,7.8,8.3
1961,4,"TMIN",25,1961.31232876712,-0.6,3.9,1.6,1.1,3.3,5
1961,4,"TMIN",26,1961.31506849315,6.1,6.7,6.8,6.1,7.2,7.8
1961,4,"TMIN",29,1961.32328767123,6.1,4.4,5.4,4.4,5.6,6.1
1961,5,"TMIN",3,1961.33424657534,1.1,5.6,4.7,3.3,5.6,5.6
1961,5,"TMIN",7,1961.34520547945,5,6.1,6.1,5,6.7,5
1961,5,"TMIN",9,1961.35068493151,5.6,6.7,6.3,7.2,8.3,8.3
1961,5,"TMIN",18,1961.37534246575,4.4,7.2,7.2,5.6,7.2,8.9
1961,5,"TMIN",22,1961.38630136986,7.2,8.9,9.1,8.3,9.4,3.9
1961,6,"TMIN",3,1961.41917808219,10,10.6,11.2,10.6,11.7,11.7
1961,6,"TMIN",6,1961.42739726027,10,11.1,11.6,10.6,11.1,10
1961,6,"TMIN",24,1961.47671232877,10.6,11.7,12.2,10.6,12.2,12.8
1961,6,"TMIN",27,1961.48493150685,5.6,7.2,8.4,7.8,8.3,7.8
1961,6,"TMIN",30,1961.49315068493,5,8.3,6.2,6.1,8.3,8.3
1961,7,"TMIN",5,1961.50684931507,6.7,7.8,6.6,7.2,7.8,10
1961,7,"TMIN",15,1961.53424657534,3.9,4.4,7.2,8.3,10.6,5
1961,7,"TMIN",26,1961.56438356164,11.7,10.6,12.3,10.6,12.8,11.7
1961,7,"TMIN",27,1961.56712328767,10,10.6,9.5,9.4,10.6,10.6
1961,9,"TMIN",4,1961.67397260274,8.3,10.6,11,10.6,11.1,12.2
1961,9,"TMIN",8,1961.68493150685,4.4,9.4,6.1,9.4,9.4,11.7
1961,9,"TMIN",10,1961.6904109589,11.7,8.3,12.8,11.7,11.7,12.8
1961,9,"TMIN",17,1961.7095890411,10,5.6,10.3,8.9,11.1,12.2
1961,9,"TMIN",19,1961.71506849315,3.9,7.8,6.4,6.7,11.1,8.9
1961,9,"TMIN",23,1961.72602739726,5,7.2,5.1,7.8,8.9,9.4
1961,9,"TMIN",28,1961.7397260274,8.3,7.8,8.3,8.3,10,10
1961,10,"TMIN",1,1961.74794520548,2.2,6.7,3.3,3.9,7.8,10
1961,10,"TMIN",21,1961.80273972603,2.8,5.6,4.8,4.4,3.9,3.9
1961,10,"TMIN",23,1961.80821917808,5,6.1,8.4,5.6,6.7,7.8
1961,10,"TMIN",24,1961.81095890411,4.4,6.1,6.1,5.6,6.7,6.7
1961,10,"TMIN",25,1961.81369863014,3.3,3.9,4.5,3.9,5.6,4.4
1961,11,"TMIN",1,1961.83287671233,4.4,5.6,5.5,6.1,7.2,6.1
1961,11,"TMIN",4,1961.84109589041,-0.6,2.2,-0.2,-1.1,0.6,0
1961,11,"TMIN",10,1961.85753424658,-4.4,-1.1,-0.6,-1.7,-1.7,0.6
1961,11,"TMIN",20,1961.88493150685,-3.3,3.3,4.6,2.8,4.4,3.9
1961,11,"TMIN",26,1961.90136986301,-5.6,0,-1.2,0,-1.1,0.6
1961,11,"TMIN",30,1961.91232876712,-0.6,1.7,0.4,1.1,0.6,2.8
1961,12,"TMIN",6,1961.92876712329,-5,-2.8,-2.6,-2.2,0,-2.2
1961,12,"TMIN",8,1961.93424657534,-11.1,-6.7,-6.4,-6.7,-4.4,-5.6
1961,12,"TMIN",10,1961.9397260274,-8.3,1.1,0.1,1.7,1.1,1.7
1961,12,"TMIN",20,1961.96712328767,-5.6,-2.8,-2.9,-4.4,-2.8,-1.7
1962,1,"TMIN",6,1962.01369863014,-0.6,-0.6,-0.9,-0.6,-0.6,-1.7
1962,1,"TMIN",13,1962.03287671233,-2.2,0,-0.7,0.6,1.7,1.1
1962,1,"TMIN",14,1962.03561643836,-5,-0.6,-0.6,-1.1,0,1.7
1962,1,"TMIN",20,1962.05205479452,1.7,2.8,1.3,1.1,0,3.3
1962,1,"TMIN",23,1962.0602739726,-1.1,1.1,0.4,0.6,1.7,2.2
1962,2,"TMIN",9,1962.10684931507,0,1.1,1.3,0.6,2.2,0.6
1962,2,"TMIN",15,1962.12328767123,-2.8,0,-2.3,-1.7,-0.6,0
1962,2,"TMIN",28,1962.15890410959,-2.8,-1.1,0.1,-0.6,0,2.2
1962,3,"TMIN",2,1962.16438356164,-1.7,0.6,0.2,-0.6,0.6,-1.7
1962,3,"TMIN",4,1962.1698630137,-5.6,-1.7,-3.2,-5.6,-3.3,-5
1962,3,"TMIN",7,1962.17808219178,-14.4,-6.1,-7.4,-9.4,-5,-5
1962,3,"TMIN",11,1962.18904109589,-1.7,0,0.6,0.6,2.2,2.8
1962,3,"TMIN",14,1962.19726027397,-5.6,-5,-4.4,-4.4,-3.9,-5
1962,3,"TMIN",17,1962.20547945205,-6.7,0.6,-1.2,-0.6,0.6,1.7
1962,3,"TMIN",19,1962.21095890411,0.6,2.2,1.9,0,1.7,0.6
1962,4,"TMIN",11,1962.27397260274,2.8,1.1,3.4,3.3,5.6,6.1
1962,4,"TMIN",12,1962.27671232877,0,2.2,0.9,1.1,1.7,3.9
1962,4,"TMIN",23,1962.30684931507,-1.7,1.7,0,-0.6,0.6,1.1
1962,5,"TMIN",4,1962.33698630137,2.8,6.1,6,2.8,4.4,4.4
1962,5,"TMIN",9,1962.35068493151,2.8,6.1,5.5,4.4,4.4,7.2
1962,5,"TMIN",10,1962.35342465753,6.1,7.2,6.6,5,6.7,2.8
1962,5,"TMIN",13,1962.36164383562,3.9,2.8,1.5,1.1,3.3,5
1962,5,"TMIN",20,1962.38082191781,1.7,3.3,2.4,3.3,5.6,5.6
1962,5,"TMIN",23,1962.38904109589,3.3,4.4,3.8,3.3,5.6,5.6
1962,5,"TMIN",25,1962.39452054795,1.7,3.3,3.9,3.3,5,0
1962,5,"TMIN",27,1962.4,3.3,3.3,4.9,4.4,6.1,2.8
1962,5,"TMIN",28,1962.40273972603,3.3,1.7,3,2.8,4.4,5.6
1962,6,"TMIN",3,1962.41917808219,6.1,3.9,5.6,3.9,5.6,3.9
1962,6,"TMIN",5,1962.42465753425,4.4,6.1,4.7,5.6,7.2,5
1962,6,"TMIN",6,1962.42739726027,3.3,6.1,5.9,6.1,7.8,5.6
1962,6,"TMIN",8,1962.43287671233,8.3,10,9.6,8.3,10,7.8
1962,6,"TMIN",10,1962.43835616438,6.1,8.3,8.9,8.3,8.9,9.4
1962,6,"TMIN",20,1962.46575342466,8.3,10,10,8.3,10,10.6
1962,6,"TMIN",30,1962.49315068493,7.8,9.4,6.1,8.3,9.4,10.6
1962,7,"TMIN",1,1962.49589041096,10,10.6,11.1,10.6,11.7,10
1962,7,"TMIN",3,1962.50136986301,6.1,7.8,9,7.2,7.2,10
1962,7,"TMIN",5,1962.50684931507,6.1,7.8,9.2,5.6,7.8,4.4
1962,7,"TMIN",13,1962.52876712329,8.9,7.8,8.7,7.8,7.8,10.6
1962,7,"TMIN",14,1962.53150684932,6.7,10,9,8.9,10,11.1
1962,7,"TMIN",17,1962.5397260274,5,8.9,8.5,7.8,10,10.6
1962,7,"TMIN",30,1962.57534246575,10,11.1,12.4,12.8,13.3,12.2
1962,7,"TMIN",31,1962.57808219178,11.1,12.2,11.4,11.1,12.8,11.1
1962,8,"TMIN",7,1962.59726027397,4.4,7.2,5.8,7.8,8.9,8.9
1962,8,"TMIN",8,1962.6,1.7,5.6,6.1,3.3,6.7,5.6
1962,8,"TMIN",12,1962.61095890411,10,10,10,8.9,10.6,10.6
1962,8,"TMIN",20,1962.63287671233,12.2,10.6,12.9,10,14.4,12.2
1962,8,"TMIN",31,1962.66301369863,9.4,10,10.2,11.1,11.7,12.2
1962,9,"TMIN",3,1962.67123287671,10.6,11.7,11.8,11.7,12.8,11.1
1962,9,"TMIN",14,1962.70136986301,0.6,3.3,4.6,4.4,5,5
1962,9,"TMIN",28,1962.7397260274,2.8,8.3,9.5,6.1,8.3,9.4
1962,10,"TMIN",2,1962.75068493151,7.8,9.4,10,9.4,10,9.4
1962,10,"TMIN",15,1962.78630136986,7.8,9.4,8.6,8.3,10,10
1962,10,"TMIN",21,1962.80273972603,7.2,7.2,7.5,8.9,9.4,8.3
1962,10,"TMIN",22,1962.80547945205,3.3,7.8,7.6,6.1,4.4,8.9
1962,10,"TMIN",27,1962.81917808219,-3.3,0.6,-1.4,-2.8,-1.1,-0.6
1962,10,"TMIN",31,1962.8301369863,1.1,2.8,1.5,1.7,3.9,4.4
1962,11,"TMIN",2,1962.83561643836,-1.1,2.2,-0.6,1.7,3.9,5.6
1962,11,"TMIN",8,1962.85205479452,4.4,7.2,4.9,5,6.1,8.3
1962,11,"TMIN",11,1962.8602739726,3.3,5,6.7,5,6.1,7.2
1962,11,"TMIN",16,1962.87397260274,-8.3,-3.9,-4.5,-5,-3.9,-1.7
1962,11,"TMIN",21,1962.88767123288,-8.3,-3.3,-5.5,-10,-4.4,-2.2
1962,11,"TMIN",22,1962.8904109589,-5.6,-2.8,-3.4,-7.2,-3.9,-3.3
1962,11,"TMIN",25,1962.89863013699,-1.1,1.1,-0.9,1.1,1.7,2.2
1962,11,"TMIN",28,1962.90684931507,2.8,5.6,2.6,5.6,6.1,7.2
1962,12,"TMIN",24,1962.97808219178,1.7,1.7,-0.2,-1.1,-0.6,1.1
1963,1,"TMIN",12,1963.0301369863,-16.1,-10,-7.9,-13.3,-8.3,-7.8
1963,1,"TMIN",13,1963.03287671233,-15.6,-11.1,-7.4,-13.3,-8.9,-7.8
1963,1,"TMIN",19,1963.04931506849,-12.2,-5,-5.3,-2.2,-0.6,-4.4
1963,1,"TMIN",27,1963.07123287671,0.6,1.1,1.9,-0.6,-0.6,-2.8
1963,1,"TMIN",28,1963.07397260274,-8.3,-2.2,-3.3,-1.7,-3.3,-2.8
1963,1,"TMIN",31,1963.08219178082,-1.7,1.1,0.5,-1.1,-0.6,-1.7
1963,2,"TMIN",6,1963.09863013699,-3.9,-2.2,-2.8,-6.1,-3.3,-1.7
1963,2,"TMIN",10,1963.1095890411,-2.2,-1.1,1,-2.2,1.1,1.1
1963,2,"TMIN",12,1963.11506849315,-2.2,-1.7,-0.8,-0.6,0,-0.6
1963,2,"TMIN",13,1963.11780821918,-17.2,-8.9,-4.7,-11.1,-6.1,-8.3
1963,2,"TMIN",24,1963.14794520548,-13.9,-7.2,-7,-11.1,-6.7,-7.2
1963,2,"TMIN",26,1963.15342465753,-6.7,-8.9,-10.1,-12.8,-9.4,-3.3
1963,3,"TMIN",30,1963.24109589041,1.7,3.3,3.7,2.8,3.9,3.3
1963,4,"TMIN",9,1963.26849315068,-4.4,0.6,2,0.6,3.3,2.2
1963,4,"TMIN",15,1963.28493150685,-3.3,-0.6,0.6,1.7,0.6,0
1963,4,"TMIN",16,1963.28767123288,-5,2.8,-0.1,1.1,4.4,0
1963,4,"TMIN",17,1963.2904109589,2.2,4.4,4.5,4.4,5.6,5
1963,4,"TMIN",20,1963.29863013699,-2.8,2.8,1.6,0,2.8,0.6
1963,5,"TMIN",6,1963.34246575342,2.2,2.2,3.2,2.2,4.4,3.3
1963,5,"TMIN",12,1963.35890410959,2.2,7.2,5.7,5.6,7.2,8.3
1963,5,"TMIN",13,1963.36164383562,5,6.1,7.2,6.7,8.3,7.2
1963,5,"TMIN",30,1963.40821917808,0,5,3.7,6.7,7.2,4.4
1963,6,"TMIN",16,1963.45479452055,10,11.7,11.9,10.6,11.7,11.7
1963,6,"TMIN",17,1963.45753424658,3.3,8.3,7.8,7.8,10,9.4
1963,6,"TMIN",20,1963.46575342466,0.6,7.2,5.9,5,6.7,8.9
1963,6,"TMIN",23,1963.47397260274,5,5.6,6.6,8.3,8.9,8.3
1963,6,"TMIN",28,1963.48767123288,7.8,10,11.2,9.4,10.6,11.7
1963,7,"TMIN",2,1963.49863013699,10,11.1,10.9,10,10.6,12.8
1963,7,"TMIN",6,1963.5095890411,6.1,11.1,11,9.4,10.6,11.1
1963,7,"TMIN",10,1963.52054794521,6.7,8.9,9.7,7.8,9.4,10
1963,7,"TMIN",11,1963.52328767123,2.8,8.3,7,6.1,7.8,9.4
1963,7,"TMIN",18,1963.54246575342,1.7,7.2,11.2,9.4,10.6,6.1
1963,7,"TMIN",20,1963.54794520548,8.3,10.6,8.3,7.2,10.6,10.6
1963,7,"TMIN",21,1963.55068493151,4.4,7.8,5.1,6.1,7.8,6.1
1963,7,"TMIN",26,1963.56438356164,3.9,7.8,5.7,7.8,7.8,8.3
1963,7,"TMIN",27,1963.56712328767,2.8,8.9,6.8,5.6,7.2,10
1963,7,"TMIN",31,1963.57808219178,6.1,10.6,10.4,10,12.2,8.9
1963,8,"TMIN",2,1963.58356164384,13.3,12.2,13.9,13.3,15.6,13.9
1963,8,"TMIN",3,1963.58630136986,9.4,12.8,8.3,11.7,13.3,11.7
1963,8,"TMIN",4,1963.58904109589,10.6,13.9,13.2,13.3,13.9,15
1963,8,"TMIN",10,1963.60547945205,1.7,8.9,7.7,8.3,10,10
1963,8,"TMIN",18,1963.62739726027,7.8,7.2,7.6,8.9,10,6.7
1963,8,"TMIN",27,1963.65205479452,7.8,10,8.3,10,10,10.6
1963,8,"TMIN",28,1963.65479452055,3.9,4.4,3.1,3.3,4.4,3.9
1963,9,"TMIN",5,1963.67671232877,6.7,8.9,9.2,8.3,9.4,10
1963,9,"TMIN",8,1963.68493150685,2.2,6.1,6,6.7,1.1,6.1
1963,9,"TMIN",16,1963.70684931507,10.6,11.1,13.2,12.8,13.9,13.3
1963,9,"TMIN",22,1963.72328767123,5.6,7.2,8.4,7.2,6.1,7.8
1963,11,"TMIN",7,1963.84931506849,6.7,5,7.2,5.6,7.2,5.6
1963,11,"TMIN",24,1963.89589041096,0,1.7,2.8,0.6,2.2,2.8
1963,11,"TMIN",28,1963.90684931507,-3.3,0.6,-0.4,-1.1,-0.6,3.3
1963,12,"TMIN",2,1963.91780821918,2.8,5,4.5,3.9,4.4,5.6
1963,12,"TMIN",8,1963.93424657534,-1.1,1.7,-0.4,0.6,2.8,3.3
1963,12,"TMIN",10,1963.9397260274,-6.7,-2.2,-3,-4.4,-3.9,-1.7
1963,12,"TMIN",14,1963.95068493151,-2.8,-1.7,-1.2,-3.3,-1.7,-2.2
1963,12,"TMIN",21,1963.9698630137,-3.9,-3.9,-3,-6.1,-3.9,-3.9
1963,12,"TMIN",27,1963.98630136986,0,2.2,0.6,1.7,2.8,3.3
1963,12,"TMIN",31,1963.99726027397,0,3.3,3.2,2.8,4.4,4.4
1964,1,"TMIN",2,1964.00273224044,-1.7,2.8,1.3,5.6,5,3.9
1964,1,"TMIN",5,1964.01092896175,-2.8,-1.7,-0.6,-1.1,-1.1,-1.1
1964,1,"TMIN",8,1964.01912568306,1.7,4.4,5.2,3.9,5.6,3.9
1964,1,"TMIN",14,1964.03551912568,-0.6,-0.6,1,0.6,2.2,3.3
1964,1,"TMIN",27,1964.07103825137,0.6,5,2.3,2.8,2.8,5
1964,1,"TMIN",30,1964.07923497268,0.6,1.7,2.5,1.7,2.8,3.3
1964,2,"TMIN",12,1964.11475409836,1.1,2.8,4,3.3,4.4,2.8
1964,2,"TMIN",14,1964.12021857923,-4.4,1.1,2.3,0,1.1,1.1
1964,3,"TMIN",1,1964.16393442623,-4.4,-0.6,-0.2,-1.1,-0.1,0.6
1964,3,"TMIN",16,1964.20491803279,-2.8,1.1,1.5,0,1.7,1.1
1964,3,"TMIN",19,1964.2131147541,-1.7,-1.1,0.8,-1.1,0,0.6
1964,3,"TMIN",22,1964.22131147541,0.6,2.2,3.6,2.2,3.3,3.9
1964,3,"TMIN",25,1964.22950819672,1.1,3.3,4,3.3,4.4,5
1964,3,"TMIN",28,1964.23770491803,2.2,2.8,4,-0.6,4.4,3.9
1964,4,"TMIN",2,1964.25136612022,0,1.7,2.8,1.7,3.9,-0.6
1964,4,"TMIN",7,1964.2650273224,-3.9,1.7,1.9,1.7,3.9,2.2
1964,4,"TMIN",8,1964.26775956284,5,2.2,5,4.4,6.1,5
1964,4,"TMIN",11,1964.27595628415,5.6,5.6,4.8,3.9,6.7,6.1
1964,4,"TMIN",14,1964.28415300546,0,0.6,3.1,1.7,3.3,3.3
1964,4,"TMIN",18,1964.29508196721,1.1,2.8,4.8,2.8,3.9,0.6
1964,4,"TMIN",21,1964.30327868852,4.4,6.1,6.3,6.7,5.6,7.2
1964,4,"TMIN",24,1964.31147540984,3.3,2.8,4.9,4.4,5,2.2
1964,4,"TMIN",25,1964.31420765027,3.3,5,5.4,0,5,5.6
1964,4,"TMIN",26,1964.31693989071,5,6.1,7.2,6.7,8.3,6.7
1964,5,"TMIN",10,1964.35519125683,3.3,4.4,5.2,3.3,5,6.1
1964,5,"TMIN",12,1964.3606557377,8.9,7.8,10.7,8.9,10.6,9.4
1964,5,"TMIN",13,1964.36338797814,4.4,6.1,5.5,5,6.1,7.8
1964,6,"TMIN",8,1964.43442622951,9.4,10.6,9.3,8.9,10.6,11.1
1964,6,"TMIN",12,1964.44535519126,7.2,10,11.5,10,12.8,10.6
1964,6,"TMIN",21,1964.46994535519,5.6,7.2,8.6,7.2,7.8,7.2
1964,6,"TMIN",27,1964.48633879781,11.1,12.8,13.9,12.2,13.9,12.2
1964,7,"TMIN",13,1964.53005464481,4.4,8.9,8.9,7.2,9.4,9.4
1964,7,"TMIN",19,1964.54644808743,10,12.8,12.1,11.1,11.1,13.3
1964,7,"TMIN",27,1964.56830601093,10,11.1,12.3,10.6,12.8,11.7
1964,8,"TMIN",1,1964.58196721311,8.3,11.1,9.7,10.6,11.7,11.1
1964,8,"TMIN",4,1964.59016393443,11.7,13.3,12.6,13.3,14.4,13.9
1964,8,"TMIN",7,1964.59836065574,1.7,7.2,5.9,9.4,9.4,9.4
1964,8,"TMIN",23,1964.64207650273,10,10,11.3,10.6,12.8,10.6
1964,8,"TMIN",29,1964.65846994536,5,6.7,6.6,7.2,7.8,8.3
1964,9,"TMIN",7,1964.68306010929,6.7,10,8.4,8.9,10,9.4
1964,9,"TMIN",17,1964.71038251366,2.8,5.6,4.2,6.1,6.7,7.2
1964,9,"TMIN",18,1964.7131147541,5,7.2,6.5,6.1,7.8,7.8
1964,9,"TMIN",24,1964.72950819672,3.3,5,3.1,4.4,6.1,6.7
1964,9,"TMIN",30,1964.74590163934,-2.2,2.8,3.3,1.7,3.3,3.3
1964,10,"TMIN",1,1964.74863387978,-0.1,4.4,4.4,6.1,7.2,3.3
1964,10,"TMIN",10,1964.77322404372,-5.6,-0.6,-1.1,-1.7,-0.6,1.7
1964,10,"TMIN",11,1964.77595628415,-1.1,2.2,4.7,0.6,5,1.1
1964,10,"TMIN",16,1964.78961748634,0,1.7,3,1.1,2.8,3.3
1964,10,"TMIN",31,1964.8306010929,3.9,5.6,5.5,5,6.1,5.6
1964,11,"TMIN",2,1964.83606557377,1.1,1.7,0.2,-1.7,-1.1,1.7
1964,11,"TMIN",3,1964.83879781421,4.4,3.9,1.4,-1.1,0.6,2.2
1964,11,"TMIN",10,1964.85792349727,-5.6,-1.7,-5.6,-4.4,-6.1,-0.6
1964,11,"TMIN",14,1964.86885245902,4.4,6.7,6.5,4.4,5.6,3.9
1964,11,"TMIN",19,1964.8825136612,-3.9,5.6,-0.1,1.1,3.9,3.9
1964,12,"TMIN",2,1964.91803278689,-5.6,-2.8,-1.1,-2.2,-2.8,-1.7
1964,12,"TMIN",4,1964.92349726776,-3.9,-0.6,-2.3,-1.7,-1.7,-2.2
1965,1,"TMIN",22,1965.05753424658,-8.9,-4.4,-3.7,-2.2,-1.1,0.6
1965,1,"TMIN",29,1965.07671232877,-9.4,-3.9,-4.9,-2.8,-2.2,-3.9
1965,2,"TMIN",1,1965.08493150685,-2.2,-3.3,-4.8,-8.9,-5.6,-4.4
1965,2,"TMIN",14,1965.12054794521,-3.3,-0.1,0,-0.6,0.6,0
1965,3,"TMIN",7,1965.17808219178,-6.7,-2.8,-4.1,-4.4,-2.2,-2.2
1965,3,"TMIN",16,1965.20273972603,3.3,4.4,5.8,3.9,6.1,6.1
1965,3,"TMIN",18,1965.20821917808,1.7,3.9,3.3,3.9,5,1.7
1965,3,"TMIN",21,1965.21643835616,-3.9,-1.1,1.1,0,1.1,2.2
1965,3,"TMIN",23,1965.22191780822,-1.1,0,0.9,0,0.6,1.7
1965,3,"TMIN",25,1965.22739726027,-1.1,-0.6,0.2,0,0,0
1965,4,"TMIN",1,1965.24657534247,-5,-0.6,1.8,-0.6,2.8,1.1
1965,4,"TMIN",6,1965.2602739726,-3.3,-0.6,1.2,0,1.7,0
1965,4,"TMIN",7,1965.26301369863,-1.7,5.6,2.3,3.3,5,4.4
1965,4,"TMIN",8,1965.26575342466,2.8,5,1.9,4.4,6.1,5
1965,4,"TMIN",10,1965.27123287671,2.8,3.9,5.6,5,6.1,5
1965,4,"TMIN",15,1965.28493150685,5,4.4,6.6,4.4,7.2,6.1
1965,4,"TMIN",22,1965.30410958904,-5.6,1.7,-2.5,-3.3,-1.7,-1.1
1965,4,"TMIN",26,1965.31506849315,1.7,2.2,3.1,3.9,5,4.4
1965,5,"TMIN",3,1965.33424657534,4.4,6.1,6,4.4,5.6,7.2
1965,5,"TMIN",12,1965.35890410959,5,6.1,6.9,5.6,6.7,6.7
1965,5,"TMIN",17,1965.37260273973,3.3,5,6.2,5.6,6.1,6.1
1965,5,"TMIN",18,1965.37534246575,0,1.7,1.1,0.6,1.1,2.8
1965,5,"TMIN",21,1965.38356164384,1.7,5.6,5.6,6.7,7.8,7.8
1965,6,"TMIN",1,1965.41369863014,-1.1,6.1,0.8,0.6,6.1,7.8
1965,6,"TMIN",6,1965.42739726027,6.7,8.9,8.8,8.3,9.4,10
